授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目,年度
日本語上級（会話）,半田 佳奈子,,後期,木5,外国語群,,,2026
情報と知財入門,田島 敬史・谷川 英和,,後期,木5,情報群,,,2026
情報AI基礎演習［理学部］,西村 進・大同 暁人・菊地 克彦,,後期,木5,情報群,,プログラミング入門,2026
生成AI概論,"CHU, Chenhui",,後期,木5,情報群,,,2026
線形代数学B ［文系］,正宗 淳,,後期,金1,自然群,,,2026
物理学基礎論Ｂ,打田 正樹,,後期,金1,自然群,,,2026
物理学基礎論Ｂ,吉田 鉄平,,後期,金1,自然群,,,2026
物理学基礎論Ｂ,高須 洋介,,後期,金1,自然群,,,2026
統合型複合科目（自然群c） ：量子論から始める生物の計算・情報科学,林 重彦・深井 周也・倉重 佑輝・山本 武志,,後期,金1・金2,自然群,,,2026
基礎地球科学B （地球システムと環境）,石村 豊穂,,後期,金1,自然群,,,2026
基礎地球科学B （地球誕生から現在まで）,加藤 護,,後期,金1,自然群,,,2026
統計入門,植嶋 大晃,,後期,金1,自然群,,,2026
数理統計,竹内 潤一郎,,後期,金1,自然群,,,2026
Introduction to Ecology and Evolution-E2,BARNETT，Craig Antony,,後期,金1,自然群,,,2026
英語リーディング,黒田 一平,,後期,金1,外国語群,,,2026
英語リーディング,喜多野 裕子,,後期,金1,外国語群,,,2026
英語リーディング,木下 千花,,後期,金1,外国語群,,,2026
英語リーディング,田中 祐子,,後期,金1,外国語群,,,2026
英語リーディング,北岡 一弘,,後期,金1,外国語群,,,2026
英語リーディング,徳永 悠,,後期,金1,外国語群,,,2026
英語リーディング,中村 瑞樹,,後期,金1,外国語群,,,2026
英語リーディング,池田 寛子,,後期,金1,外国語群,,,2026
英語リーディング,藤岡 真樹,,後期,金1,外国語群,,,2026
英語ライティング－リスニングＢ,"Lohmann, Rens",,後期,金1,外国語群,,,2026
英語ライティング－リスニングＢ,長冨 一暁,,後期,金1,外国語群,,,2026
英語ライティング－リスニングＢ,KOWALCZYK KIMBERLYE,,後期,金1,外国語群,,,2026
英語ライティング－リスニングＢ,小谷 克則,,後期,金1,外国語群,,,2026
英語ライティング－リスニングＢ,Lees，David,,後期,金1,外国語群,,,2026
英語ライティング－リスニングＢ,守家 輝,,後期,金1,外国語群,,,2026
中国語IIＢC270,張 黎,,後期,金1,外国語群,,,2026
日本語中級Ｉ（漢字）,三登 由利子,,後期,金1,外国語群,,,2026
情報AI基礎演習［農学部］,堺 俊之,,後期,金1,情報群,,プログラミング入門,2026
関数論,吉川 謙一,,後期,金2,自然群,,,2026
Linear Algebra B-E2,Tam Willy Nguyen,,後期,金2,自然群,,,2026
Thermodynamics,KHAYYER，Abbas,,後期,金2,自然群,,,2026
無機化学入門Ｂ,内本 喜晴,,後期,金2,自然群,,,2026
基礎物理化学（熱力学）,星野 大,,後期,金2,自然群,,,2026
個体と集団の基礎生物学,森 哲・中野 隆文・渡辺 勝敏・布施 静香・中務 真人,,後期,金2,自然群,,,2026
"Science on Water, Soil and Ecosystems-E2","SHARMA, Vikas",,後期,金2,自然群,,,2026
Introduction to Plant Science-E2,TAKENAKA，Mizuki,,後期,金2,自然群,,,2026
真菌自然史,市岡 孝朗・佐藤 博俊,,後期,金2,自然群,,,2026
英語リーディング,喜多野 裕子,,後期,金2,外国語群,,,2026
英語リーディング,小島 基洋,,後期,金2,外国語群,,,2026
英語リーディング,守家 輝,,後期,金2,外国語群,,,2026
英語リーディング,藤岡 真樹,,後期,金2,外国語群,,,2026
英語リーディング,田中 祐子,,後期,金2,外国語群,,,2026
英語リーディング,中村 瑞樹,,後期,金2,外国語群,,,2026
英語リーディング,北岡 一弘,,後期,金2,外国語群,,,2026
英語リーディング,池田 寛子,,後期,金2,外国語群,,,2026
ドイツ語ＩＢ（文法）,髙田 緑,,後期,金2,外国語群,,,2026
ドイツ語ＩＢ（文法）,湯浅 博章,,後期,金2,外国語群,,,2026
ドイツ語ＩＢ（文法） 再履修クラス,菅 利恵,,後期,金2,外国語群,,,2026
ドイツ語ＩＢ（演習）,吉村 淳一,,後期,金2,外国語群,,,2026
ドイツ語ＩＢ（演習）,大喜 祐太,,後期,金2,外国語群,,,2026
フランス語ＩＢ（文法）,池田 潤,,後期,金2,外国語群,,,2026
中国語ＩＢ（文法）,劉 愛群,,後期,金2,外国語群,,,2026
中国語ＩＢ（文法）,小出 敦,,後期,金2,外国語群,,,2026
中国語ＩＢ（文法）,前田 尚香,,後期,金2,外国語群,,,2026
中国語ＩＡ（演習） 再履修クラス,王 桂紅,,後期,金2,外国語群,,,2026
中国語ＩＢ（演習）,張 黎,,後期,金2,外国語群,,,2026
中国語ＩＢ（演習）,許 燕華,,後期,金2,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・REINA OLMEDO，Jose Francisco,,後期,金2,外国語群,,,2026
ドイツ語IIＢ,河崎 靖,,後期,金2,外国語群,,,2026
フランス語IIＢ（演習）,清水 愛子,,後期,金2,外国語群,,,2026
中国語IIＢC259,中原 理恵,,後期,金2,外国語群,,,2026
日本語中級II（聴解）,家本 太郎,,後期,金2,外国語群,,,2026
日本語上級（講義聴解）,本多 朱里,,後期,金2,外国語群,,,2026
日本語中級ＩＢ（総合）,高橋 旬子,,後期,金2,外国語群,,,2026
情報AI基礎演習［農学部］,小林 敬,,後期,金2,情報群,,プログラミング入門,2026
人工知能入門,丸山 善宏,,後期,金2,情報群,,,2026
Elementary Probability-E2,"MENG, Xiangqian",,後期,金3,自然群,,,2026
物理学実験,高木 紀明,,後期,金3・金4,自然群,,,2026
Elementary Experimental Physics-E2,"WENDELL,Roger・LEE，Shiu Hang・林 聖勳",,後期,金3・金4,自然群,,,2026
基礎化学実験,高橋 知子・山本 潤子・内本 喜晴・小松 直樹・白石 太郎・横峰 真琳,,後期,金3・金4,自然群,,,2026
基礎物理化学（量子論）,吉田 寿雄,,後期,金3,自然群,,,2026
Fundamental Chemical Experiments-E2,LANDENBERGER，Kira Beth・Tong Zhu,,後期,金3・金4,自然群,,,2026
生物学実習Ｉ ［基礎コース］,市岡 孝朗・瀬戸口 浩彰・西川 完途・土屋 徹・佐藤 博俊・原 壮大朗・谷村 文,,後期,金3・金4,自然群,,,2026
地球科学実験,小木曽 哲・石村 豊穂・加藤 護・藤井 悠里・桑野 太輔・今城 峻・風間 卓仁・土井 一生,,後期,金3・金4,自然群,,,2026
Data Analysis Practice II-E2,PATAKY，Todd,,後期,金3,自然群,,,2026
ISS (Natural Sciences b)-E2 :How Life Communicates:Networks in Harmony,"DALSKY，David Jerome・HSIANG Tzu-Fan・SAHKER，Ethan Kyle・VEALE，Richard Edmund・Duncan Wilson・BARNETT，Craig Antony・KIM, Minsoo",,後期,金3・金5,自然群,,,2026
英語ライティング－リスニングＢ,HAUSER，Jacob Richard,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,笹尾 洋介,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,ARMSTRONG，Wesley James,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,長冨 一暁,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,"Lohmann, Rens",,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,水野 直子,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,KOWALCZYK KIMBERLYE,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,小谷 克則,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,MCCARTHY，Tanya Miranda,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,佐藤 龍一,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,LeBlanc Catherine,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,藤原 崇,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,Schipper Sara,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,藤岡 真樹,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,Lees，David,,後期,金3,外国語群,,,2026
英語ライティング－リスニングＢ,辻田 明子,,後期,金3,外国語群,,,2026
ドイツ語ＩＢ（文法）,髙田 緑,,後期,金3,外国語群,,,2026
ドイツ語ＩＢ（文法）,湯浅 博章,,後期,金3,外国語群,,,2026
ドイツ語ＩＢ（演習）,BARTHOLOME，Sebastian Martin,,後期,金3,外国語群,,,2026
フランス語ＩＡ（文法） 再履修クラス,守田 貴弘,,後期,金3,外国語群,,,2026
フランス語ＩＢ（演習）,清水 愛子,,後期,金3,外国語群,,,2026
中国語ＩＢ（文法）,中原 理恵,,後期,金3,外国語群,,,2026
中国語ＩＢ（文法）,小出 敦,,後期,金3,外国語群,,,2026
中国語ＩＢ（文法）,前田 尚香,,後期,金3,外国語群,,,2026
中国語ＩＢ（演習）,王 桂紅,,後期,金3,外国語群,,,2026
ロシア語ＩＢ（演習）,Svetlana，Vinogradova,,後期,金3,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・REINA OLMEDO，Jose Francisco,,後期,金3,外国語群,,,2026
朝鮮語ＩＢ（文法）,文 斗卓,,後期,金3,外国語群,,,2026
朝鮮語ＩＢ（文法）,YOUN SUYEON,,後期,金3,外国語群,,,2026
朝鮮語ＩＢ（演習）,郭 旻錫,,後期,金3,外国語群,,,2026
アラビア語ＩＢ（演習）,KHALIL，Jumana A.T.,,後期,金3,外国語群,,,2026
ドイツ語IIＢ,石澤 将人,,後期,金3,外国語群,,,2026
ドイツ語IIＢ,菅 利恵,,後期,金3,外国語群,,,2026
ドイツ語IIＢ（CALL）,吉村 淳一,,後期,金3,外国語群,,,2026
ドイツ語IIＢ（ライティング）,Franz，Edgar Hermann,,後期,金3,外国語群,,,2026
中国語IIＢC260,上原 尉暢,,後期,金3,外国語群,,,2026
中国語IIＢC271,許 燕華,,後期,金3,外国語群,,,2026
イタリア語IIＢ,霜田 洋祐,,後期,金3,外国語群,,,2026
アラビア語IIＢ,中道 静香,,後期,金3,外国語群,,,2026
日本語初級II（読解･作文）,川嶌 信恵,,後期,金3,外国語群,,,2026
日本語中級Ｉ（聴解）,三登 由利子,,後期,金3,外国語群,,,2026
日本語上級（作文）,本多 朱里,,後期,金3,外国語群,,,2026
日本語中級ＩＢ（総合）,下橋 美和,,後期,金3,外国語群,,,2026
日本語上級（レポート作成基礎B）,真下 恭子,,後期,金3,外国語群,,,2026
イタリア語ＩＢ（演習）,NENCETTI Marco,,後期,金3,外国語群,,,2026
情報AI基礎［工学部］ （建築学科）,田島 敬史・東風上 奏絵・黄 尹柔,,後期,金3,情報群,,情報基礎実践,2026
微分積分学続論II－微分方程式,生駒 英晃,,後期,金4,自然群,,,2026
Chemistry on Natural and Human Environments-E2,PINCELLA，Francesca,,後期,金4,自然群,,,2026
英語リーディング,辻田 明子,,後期,金4,外国語群,,,2026
英語リーディング,足達 賀代子,,後期,金4,外国語群,,,2026
英語リーディング,矢倉 喬士,,後期,金4,外国語群,,,2026
英語リーディング,藤原 崇,,後期,金4,外国語群,,,2026
英語リーディング,木下 千花,,後期,金4,外国語群,,,2026
英語リーディング,布施 将夫,,後期,金4,外国語群,,,2026
英語リーディング,永盛 明美,,後期,金4,外国語群,,,2026
英語リーディング,吉田 恭子,,後期,金4,外国語群,,,2026
英語ライティング－リスニングＡ 単位未修得者クラス,柳瀬 陽介,,後期,金4,外国語群,,,2026
英語ライティング－リスニングＢ 単位未修得者クラス,八木 淳一,,後期,金4,外国語群,,,2026
ドイツ語ＩＢ（文法）,湯浅 博章,,後期,金4,外国語群,,,2026
ドイツ語ＩＢ（文法）,西脇 麻衣子,,後期,金4,外国語群,,,2026
ドイツ語ＩＢ（文法）,石澤 将人,,後期,金4,外国語群,,,2026
ドイツ語ＩＢ（演習）,Franz，Edgar Hermann,,後期,金4,外国語群,,,2026
フランス語ＩＢ（演習）,FERNANDEZ，Gilles,,後期,金4,外国語群,,,2026
フランス語ＩＢ（演習）,Fauconnier，Franck,,後期,金4,外国語群,,,2026
フランス語ＩＢ（演習）,清水 愛子,,後期,金4,外国語群,,,2026
中国語ＩＢ（文法）,緑川 英樹,,後期,金4,外国語群,,,2026
中国語ＩＢ（文法）,上原 尉暢,,後期,金4,外国語群,,,2026
中国語ＩＢ（文法）,中原 理恵,,後期,金4,外国語群,,,2026
中国語ＩＢ（文法）,前田 尚香,,後期,金4,外国語群,,,2026
ロシア語ＩＢ（演習）,Svetlana，Vinogradova,,後期,金4,外国語群,,,2026
朝鮮語ＩＢ（文法）,文 斗卓,,後期,金4,外国語群,,,2026
朝鮮語ＩＢ（文法）,YOUN SUYEON,,後期,金4,外国語群,,,2026
朝鮮語ＩＢ（演習）,林 玲穂,,後期,金4,外国語群,,,2026
アラビア語ＩＢ（演習）,KHALIL，Jumana A.T.,,後期,金4,外国語群,,,2026
ドイツ語IIＢ,蚊野 千尋,,後期,金4,外国語群,,,2026
ドイツ語IIＢ,BARTHOLOME，Sebastian Martin,,後期,金4,外国語群,,,2026
フランス語IIＢ,守田 貴弘,,後期,金4,外国語群,,,2026
フランス語IIＢ（演習）,GRAZIANI，Jean-Francois Rene,,後期,金4,外国語群,,,2026
中国語IIＢC261,二宮 美那子,,後期,金4,外国語群,,,2026
中国語IIＢC272,王 桂紅,,後期,金4,外国語群,,,2026
ロシア語IIＢ,堀口 大樹,,後期,金4,外国語群,,,2026
スペイン語IIＢ（演習）,塚原 信行・Perez de Camino Fernandez Jose Antonio,,後期,金4,外国語群,,,2026
スペイン語IIＢ（演習）,塚原 信行・Aguilar，Milton,,後期,金4,外国語群,,,2026
スペイン語IIＢ（演習）,塚原 信行・RIOS SALOMA Monica,,後期,金4,外国語群,,,2026
朝鮮語IIＢ（演習）,郭 旻錫,,後期,金4,外国語群,,,2026
日本語初級ＩＢ（４Ｈコース）,家本 太郎,,後期,金4・金5,外国語群,,,2026
日本語初級II（会話）,下橋 美和,,後期,金4,外国語群,,,2026
日本語初級IIＢ（４Ｈコース）,川嶌 信恵,,後期,金4・金5,外国語群,,,2026
日本語中級ＩＢ（４Ｈコース）,京谷 麻矢,,後期,金4・金5,外国語群,,,2026
日本語中級IIＢ（４Ｈコース）,真下 恭子,,後期,金4・金5,外国語群,,,2026
日本語上級（研究発表）,河合 淳子,,後期,金4,外国語群,,,2026
日本語の歴史,本多 朱里,,後期,金4,外国語群,,,2026
イタリア語ＩＢ（演習）,NENCETTI Marco,,後期,金4,外国語群,,,2026
アラビア語IIIＢ,三代川 寛子,,後期,金4,外国語群,,,2026
Processing and Analyzing Data I-E2 :Shell-based data processing fundamentals,VEALE，Richard Edmund,,後期,金4,情報群,,,2026
現代の素粒子像,中家 剛・橋本 幸士・田島 治・杉本 茂樹,,後期,金5,自然群,,,2026
低温科学Ｂ,道岡 千城・大塚 晃弘・前里 光彦・土井 俊哉・田畑 吉計・奥山 弘・野田 泰斗,,後期,金5,自然群,,,2026
英語リーディング 単位未修得者クラス,池田 寛子,,後期,金5,外国語群,,,2026
ドイツ語ＩＢ（文法）,石澤 将人,,後期,金5,外国語群,,,2026
ドイツ語ＩＢ（文法）,松波 烈,,後期,金5,外国語群,,,2026
フランス語ＩＢ（演習）,FERNANDEZ，Gilles,,後期,金5,外国語群,,,2026
フランス語ＩＢ（演習）,GRAZIANI，Jean-Francois Rene,,後期,金5,外国語群,,,2026
中国語ＩＢ（文法）,上原 尉暢,,後期,金5,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・RIOS SALOMA Monica,,後期,金5,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・Perez de Camino Fernandez Jose Antonio,,後期,金5,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・Aguilar，Milton,,後期,金5,外国語群,,,2026
朝鮮語ＩＢ（文法）,林 玲穂,,後期,金5,外国語群,,,2026
朝鮮語ＩＢ（演習）,郭 旻錫,,後期,金5,外国語群,,,2026
